1650635340000,2983.30000000,2989.70000000,2982.92000000,2989.70000000,569.56350000,1650635399999,1700613.84995900,669,325.70210000,972597.24684600,0
1650635400000,2989.75000000,2993.90000000,2986.88000000,2991.06000000,1232.46930000,1650635459999,3685502.68197700,1192,623.76780000,1865029.31795400,0
1650635460000,2991.06000000,2994.05000000,2986.88000000,2994.05000000,690.73490000,1650635519999,2065025.38378800,795,409.00530000,1222810.04451900,0
1650635520000,2994.04000000,3003.92000000,2993.42000000,3000.64000000,1471.15290000,1650635579999,4414148.12418200,1584,671.05050000,2013489.84942500,0
1650635580000,3000.64000000,3002.60000000,2996.69000000,3000.29000000,522.32330000,1650635639999,1566784.35358800,689,275.93280000,827668.32410800,0
1650635640000,3000.28000000,3003.87000000,2994.36000000,2995.49000000,923.23760000,1650635699999,2768350.40912600,988,420.42260000,1260584.85426500,0
1650635700000,2995.48000000,2997.39000000,2992.17000000,2993.86000000,709.27340000,1650635759999,2123961.03064600,702,395.44820000,1184100.50061700,0
1650635760000,2993.86000000,2993.99000000,2988.46000000,2991.86000000,553.31610000,1650635819999,1655080.15484500,717,219.66950000,656881.58828800,0
1650635820000,2991.87000000,2994.99000000,2991.86000000,2992.81000000,388.00780000,1650635879999,1161591.94724000,560,208.81760000,625097.38526000,0
1650635880000,2992.82000000,2993.89000000,2987.69000000,2987.70000000,402.60160000,1650635939999,1204324.99490800,543,173.92980000,520299.54925100,0
1650635940000,2987.69000000,2988.75000000,2985.39000000,2988.74000000,689.52620000,1650635999999,2059741.26540400,815,385.75470000,1152266.39937000,0
1650636000000,2988.75000000,2997.47000000,2987.76000000,2996.03000000,691.75860000,1650636059999,2070240.11045000,848,350.88620000,1049991.77656800,0
1650636060000,2996.03000000,3001.88000000,2996.02000000,2996.68000000,1010.51240000,1650636119999,3030669.64219300,996,549.53880000,1647829.02442100,0
1650636120000,2996.69000000,2996.69000000,2990.00000000,2992.37000000,783.23710000,1650636179999,2344151.77676500,815,393.91900000,1178907.10426600,0
1650636180000,2992.38000000,2992.92000000,2989.29000000,2991.85000000,431.70940000,1650636239999,1291322.07819800,607,215.04720000,643243.55695700,0
1650636240000,2991.86000000,2991.86000000,2986.38000000,2989.11000000,463.75610000,1650636299999,1386452.77061700,657,220.31280000,658600.04787200,0
1650636300000,2989.11000000,2996.36000000,2989.11000000,2994.28000000,691.85450000,1650636359999,2070746.09091100,866,324.65020000,971413.12283100,0
1650636360000,2994.27000000,2997.07000000,2994.07000000,2996.20000000,526.85890000,1650636419999,1578090.48756900,615,274.54660000,822282.96579100,0
1650636420000,2996.21000000,2997.84000000,2993.00000000,2997.06000000,530.01480000,1650636479999,1587684.77660700,660,246.91070000,739524.90822200,0
1650636480000,2997.06000000,2999.28000000,2995.34000000,2995.35000000,479.60890000,1650636539999,1437560.55322400,561,265.41140000,795525.05911300,0
1650636540000,2995.40000000,2997.08000000,2994.13000000,2995.33000000,397.17770000,1650636599999,1189714.89509800,538,182.53240000,546706.33293300,0
1650636600000,2995.32000000,2995.33000000,2989.10000000,2992.82000000,464.69810000,1650636659999,1390393.94700100,585,202.97970000,607193.55415000,0
1650636660000,2992.82000000,2993.76000000,2990.10000000,2990.10000000,410.18880000,1650636719999,1227284.50901100,547,171.97380000,514511.50117300,0
1650636720000,2990.11000000,2993.00000000,2987.75000000,2987.76000000,445.17120000,1650636779999,1331238.78452700,537,119.58780000,357571.43002900,0
1650636780000,2987.76000000,2989.20000000,2986.92000000,2986.93000000,309.00120000,1650636839999,923343.57157400,415,175.71580000,525061.27954900,0
1650636840000,2986.94000000,2987.80000000,2983.72000000,2987.34000000,418.98980000,1650636899999,1251078.74467300,547,162.76410000,486014.97571900,0
1650636900000,2987.35000000,2989.74000000,2983.07000000,2983.07000000,415.42410000,1650636959999,1240887.07150300,576,198.11290000,591669.88507000,0
1650636960000,2983.08000000,2983.08000000,2980.00000000,2980.26000000,402.88310000,1650637019999,1201133.69587300,795,132.00950000,393558.65500100,0
1650637020000,2980.26000000,2980.95000000,2979.23000000,2979.24000000,266.20030000,1650637079999,793321.04995400,470,88.35280000,263303.73925500,0
1650637080000,2979.24000000,2981.13000000,2979.22000000,2980.06000000,381.43940000,1650637139999,1136669.38823400,470,173.13910000,515941.45488200,0
1650637140000,2980.06000000,2982.51000000,2971.13000000,2971.80000000,1098.44920000,1650637199999,3269038.71234500,1468,386.72100000,1150499.33989100,0
1650637200000,2971.80000000,2975.70000000,2971.79000000,2974.08000000,559.92990000,1650637259999,1665332.52240400,854,225.76010000,671339.35089900,0
1650637260000,2974.08000000,2976.30000000,2970.00000000,2974.94000000,1267.43140000,1650637319999,3767750.91453700,1181,643.58000000,1913215.75789100,0
1650637320000,2974.95000000,2974.95000000,2970.00000000,2971.07000000,782.85290000,1650637379999,2325922.28519600,735,452.11600000,1343025.24159000,0
1650637380000,2971.07000000,2972.54000000,2964.23000000,2966.61000000,3520.15860000,1650637439999,10451523.20581700,2113,570.70890000,1693302.78202800,0
1650637440000,2966.62000000,2967.50000000,2962.13000000,2962.93000000,1408.87900000,1650637499999,4175993.43618000,1458,516.20100000,1529867.96108000,0
1650637500000,2962.92000000,2967.27000000,2962.26000000,2963.37000000,655.89270000,1650637559999,1943985.63551900,930,268.85020000,796852.94724500,0
1650637560000,2963.36000000,2969.94000000,2963.01000000,2966.15000000,555.65200000,1650637619999,1648503.04739200,956,265.41730000,787314.48208700,0
1650637620000,2966.14000000,2969.45000000,2964.80000000,2965.25000000,736.76630000,1650637679999,2186074.09055200,863,317.27570000,941281.47568500,0
1650637680000,2965.26000000,2965.26000000,2960.34000000,2962.56000000,868.13320000,1650637739999,2571274.29708100,1099,334.80810000,991516.37517200,0
1650637740000,2962.56000000,2966.34000000,2961.69000000,2964.51000000,676.69240000,1650637799999,2005841.70263300,727,351.21900000,1041078.03164700,0
1650637800000,2964.50000000,2969.94000000,2963.00000000,2967.01000000,1039.24720000,1650637859999,3081700.88368600,1107,521.71690000,1546914.54048600,0
1650637860000,2967.00000000,2969.79000000,2966.69000000,2966.75000000,591.36300000,1650637919999,1755373.84003800,680,245.23440000,727863.85586500,0
1650637920000,2966.75000000,2966.86000000,2962.35000000,2964.34000000,659.41150000,1650637979999,1954551.81484000,699,404.28680000,1198336.16315500,0
1650637980000,2964.33000000,2968.94000000,2962.89000000,2967.90000000,636.88640000,1650638039999,1888851.34732600,721,425.96960000,1263077.66109700,0
1650638040000,2967.89000000,2970.61000000,2967.70000000,2970.26000000,429.44520000,1650638099999,1275122.12203800,553,249.21890000,740040.08859600,0
1650638100000,2970.26000000,2972.08000000,2968.57000000,2970.61000000,940.17250000,1650638159999,2792579.58247500,722,385.05630000,1143593.65740500,0
1650638160000,2970.62000000,2982.42000000,2970.60000000,2981.18000000,1225.56500000,1650638219999,3650348.72983000,1402,855.60580000,2548647.48217700,0
1650638220000,2981.18000000,2982.41000000,2973.14000000,2973.14000000,952.05580000,1650638279999,2835143.15417000,953,369.62940000,1100495.60637700,0
1650638280000,2973.14000000,2975.27000000,2971.42000000,2971.85000000,754.32330000,1650638339999,2242640.76521600,704,249.50460000,741779.05848600,0
1650638340000,2971.85000000,2973.99000000,2970.53000000,2973.30000000,898.97210000,1650638399999,2672278.22179000,735,551.45340000,1639207.55122700,0
1650638400000,2973.30000000,2973.31000000,2970.55000000,2972.01000000,408.02650000,1650638459999,1212613.55483400,452,222.47070000,661218.91518200,0
1650638460000,2972.00000000,2972.75000000,2967.88000000,2967.89000000,411.76940000,1650638519999,1223145.42460500,498,85.99870000,255436.62452000,0
1650638520000,2967.89000000,2970.00000000,2966.95000000,2967.27000000,274.31650000,1650638579999,814307.21237100,447,157.26870000,466844.13182100,0
1650638580000,2967.26000000,2972.00000000,2967.00000000,2969.79000000,551.68800000,1650638639999,1638742.60176900,695,233.71150000,694049.01262700,0
1650638640000,2969.80000000,2971.56000000,2969.42000000,2971.23000000,190.19310000,1650638699999,565003.45171200,328,116.18680000,345149.46420700,0
1650638700000,2971.23000000,2976.96000000,2968.81000000,2975.67000000,832.20040000,1650638759999,2474776.92595600,784,565.89110000,1682841.10766300,0
1650638760000,2975.67000000,2976.78000000,2973.46000000,2974.96000000,554.32440000,1650638819999,1649169.55342100,589,277.44190000,825328.73085000,0
1650638820000,2974.95000000,2980.84000000,2974.95000000,2976.58000000,723.50640000,1650638879999,2154132.61625500,870,387.23220000,1152706.14548900,0
1650638880000,2976.58000000,2981.34000000,2976.57000000,2980.68000000,424.23690000,1650638939999,1263506.41832500,572,176.91140000,526938.58174600,0
1650638940000,2980.69000000,2983.61000000,2977.92000000,2978.38000000,567.15530000,1650638999999,1690746.80344400,645,328.25820000,978557.58216100,0
1650639000000,2978.37000000,2979.29000000,2975.71000000,2977.80000000,348.62470000,1650639059999,1037985.79698000,484,144.74960000,430944.29929600,0
1650639060000,2977.80000000,2977.81000000,2975.73000000,2976.96000000,238.54490000,1650639119999,710104.76624100,360,52.57020000,156480.15448400,0
1650639120000,2976.97000000,2978.50000000,2974.33000000,2975.43000000,461.79760000,1650639179999,1374629.94013700,526,229.54400000,683191.33430700,0
1650639180000,2975.42000000,2977.36000000,2972.52000000,2976.68000000,367.12790000,1650639239999,1092017.71833500,575,181.17530000,538897.07358400,0
1650639240000,2976.69000000,2977.36000000,2972.53000000,2972.54000000,303.55550000,1650639299999,903099.75274100,412,142.53990000,423984.52275000,0
1650639300000,2972.53000000,2975.59000000,2972.53000000,2974.93000000,277.98020000,1650639359999,826680.97751200,485,169.60900000,504360.59129300,0
1650639360000,2974.92000000,2978.36000000,2974.92000000,2977.11000000,360.68690000,1650639419999,1073582.22123900,497,204.55780000,608816.71042500,0
1650639420000,2977.11000000,2978.92000000,2974.81000000,2977.51000000,396.39530000,1650639479999,1180079.10363200,552,157.45680000,468752.81758300,0
1650639480000,2977.50000000,2978.76000000,2976.14000000,2976.28000000,250.36150000,1650639539999,745539.89986100,377,118.72000000,353501.64741300,0
1650639540000,2976.29000000,2976.29000000,2972.79000000,2972.80000000,331.76710000,1650639599999,986803.81058100,406,92.45650000,274939.69719800,0
1650639600000,2972.79000000,2978.59000000,2972.79000000,2978.19000000,640.70870000,1650639659999,1906958.92484600,717,353.82900000,1053096.70183200,0
1650639660000,2978.18000000,2979.86000000,2977.74000000,2977.75000000,223.84360000,1650639719999,666740.88481000,396,103.59520000,308560.32079900,0
1650639720000,2977.76000000,2979.30000000,2976.37000000,2976.84000000,316.91650000,1650639779999,943633.31699000,409,149.26190000,444393.89460600,0
1650639780000,2976.84000000,2976.97000000,2966.76000000,2967.88000000,1224.44470000,1650639839999,3636699.37533700,1169,569.44140000,1690911.44143300,0
1650639840000,2967.88000000,2968.33000000,2962.17000000,2966.46000000,1340.39870000,1650639899999,3974312.61032500,1596,539.84110000,1600515.93228500,0
1650639900000,2966.46000000,2969.88000000,2964.04000000,2966.06000000,563.28230000,1650639959999,1671461.97043400,667,182.13830000,540439.06435600,0
1650639960000,2965.76000000,2976.23000000,2964.91000000,2975.66000000,600.96830000,1650640019999,1785419.21724400,786,297.78960000,884600.41280400,0
1650640020000,2976.00000000,2980.79000000,2974.79000000,2977.30000000,897.66290000,1650640079999,2672904.71071800,993,503.89510000,1500154.14359400,0
1650640080000,2977.29000000,2982.54000000,2975.98000000,2981.84000000,959.97820000,1650640139999,2860139.64634300,995,435.44870000,1297281.12723800,0
1650640140000,2981.83000000,2987.91000000,2979.67000000,2983.86000000,1931.55570000,1650640199999,5762558.88080900,1682,995.17830000,2969193.39690200,0
1650640200000,2983.87000000,2984.93000000,2978.32000000,2980.85000000,1552.31500000,1650640259999,4629042.89712700,1137,752.70390000,2244266.41573300,0
1650640260000,2980.85000000,2986.61000000,2979.45000000,2985.77000000,431.48040000,1650640319999,1286730.58531600,611,275.12190000,820461.20453000,0
1650640320000,2985.77000000,2985.78000000,2980.21000000,2982.01000000,623.29700000,1650640379999,1858911.88115900,630,211.09360000,629573.07181400,0
1650640380000,2982.00000000,2982.92000000,2980.52000000,2982.36000000,194.59670000,1650640439999,580226.71201800,377,104.83490000,312566.23235400,0
1650640440000,2982.37000000,2982.55000000,2979.19000000,2980.63000000,399.88700000,1650640499999,1192050.96030300,528,161.15890000,480308.02423000,0
1650640500000,2980.63000000,2984.85000000,2979.61000000,2979.62000000,503.68340000,1650640559999,1502252.40777100,638,239.20430000,713383.90949700,0
1650640560000,2979.62000000,2979.71000000,2973.57000000,2978.14000000,614.84610000,1650640619999,1829689.85796300,823,271.16530000,806812.33311900,0
1650640620000,2978.15000000,2979.12000000,2976.38000000,2978.50000000,342.25240000,1650640679999,1019262.72905900,487,201.36710000,599695.64635200,0
1650640680000,2978.50000000,2978.63000000,2976.17000000,2976.86000000,258.70380000,1650640739999,770289.31385400,419,164.42530000,489553.55701100,0
1650640740000,2976.86000000,2979.37000000,2976.03000000,2977.10000000,403.11250000,1650640799999,1200297.39590400,481,167.63480000,499139.11880600,0
1650640800000,2977.11000000,2981.25000000,2976.65000000,2979.95000000,481.50280000,1650640859999,1434253.71320900,519,246.08930000,732900.18648800,0
1650640860000,2979.95000000,2981.22000000,2974.66000000,2974.67000000,340.88470000,1650640919999,1015233.58518100,549,167.94760000,500216.14803500,0
1650640920000,2974.66000000,2974.67000000,2970.14000000,2970.14000000,296.76010000,1650640979999,882185.56935900,562,113.49000000,337358.60859500,0
1650640980000,2970.15000000,2972.80000000,2969.53000000,2972.37000000,358.08160000,1650641039999,1063922.97888400,477,184.94970000,549501.69437400,0
1650641040000,2972.37000000,2973.49000000,2969.73000000,2971.24000000,427.88740000,1650641099999,1271491.22301800,514,219.95550000,653562.59813600,0
1650641100000,2971.25000000,2971.29000000,2967.64000000,2971.28000000,278.39170000,1650641159999,826557.26646300,520,134.19290000,398418.05276400,0
1650641160000,2971.28000000,2971.29000000,2968.39000000,2968.67000000,358.40670000,1650641219999,1064319.82172200,434,159.80830000,474539.40274700,0
1650641220000,2968.67000000,2973.66000000,2968.58000000,2971.01000000,316.51120000,1650641279999,940706.54180200,462,200.39910000,595567.87620500,0
1650641280000,2971.01000000,2971.01000000,2969.14000000,2969.89000000,139.51500000,1650641339999,414353.86344000,316,62.69290000,186183.51106800,0
1650641340000,2969.88000000,2972.58000000,2969.01000000,2970.81000000,207.29500000,1650641399999,615834.92989300,372,124.96800000,371226.82502500,0
1650641400000,2970.81000000,2974.16000000,2969.79000000,2972.13000000,360.80060000,1650641459999,1072360.10425800,485,216.60840000,643821.42935400,0
1650641460000,2972.13000000,2972.13000000,2968.72000000,2971.74000000,400.77490000,1650641519999,1190294.27988800,479,218.89930000,650109.86700500,0
1650641520000,2971.74000000,2972.07000000,2966.13000000,2966.14000000,361.06480000,1650641579999,1071935.90915400,547,123.33650000,366163.47458100,0
1650641580000,2966.14000000,2968.40000000,2964.56000000,2966.74000000,660.67910000,1650641639999,1960243.25703500,753,380.76580000,1129728.88773100,0
1650641640000,2966.74000000,2968.37000000,2965.95000000,2967.44000000,134.42870000,1650641699999,398865.80460100,375,67.98620000,201730.95253700,0
1650641700000,2967.44000000,2967.60000000,2964.82000000,2965.92000000,421.31940000,1650641759999,1249887.79946700,516,187.29740000,555600.23512400,0
1650641760000,2965.91000000,2966.69000000,2964.62000000,2965.53000000,267.48510000,1650641819999,793263.10144500,412,106.50930000,315852.71189600,0
1650641820000,2965.54000000,2967.53000000,2964.00000000,2965.81000000,464.27760000,1650641879999,1376764.46825600,558,255.17270000,756643.67490800,0
1650641880000,2965.82000000,2965.93000000,2964.22000000,2964.74000000,243.08050000,1650641939999,720696.97699500,391,97.36710000,288672.45335400,0
1650641940000,2964.74000000,2964.75000000,2960.09000000,2962.41000000,1093.65870000,1650641999999,3239962.62823400,1025,323.29970000,957643.95021400,0
1650642000000,2962.40000000,2965.34000000,2962.40000000,2964.98000000,300.74530000,1650642059999,891368.64321900,398,217.61620000,644936.42283700,0
1650642060000,2964.99000000,2965.09000000,2960.30000000,2960.31000000,421.22380000,1650642119999,1247898.85590000,434,46.82210000,138721.57297300,0
1650642120000,2960.31000000,2960.31000000,2951.36000000,2952.66000000,2800.59630000,1650642179999,8277431.00407000,3134,1185.73960000,3504138.57884000,0
1650642180000,2952.65000000,2956.20000000,2951.24000000,2951.25000000,970.26910000,1650642239999,2864780.78458500,948,467.97220000,1381619.19850800,0
1650642240000,2951.24000000,2953.31000000,2951.00000000,2952.72000000,549.65520000,1650642299999,1622559.58278900,765,323.42840000,954733.87903600,0
